date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:50:13	124088/124088	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2003:07:43%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_1-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_1-1.jpg	(from https://zeitgypsum.com/)
13:50:14	146068/146068	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2003:07:43%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_2-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_2-1.jpg	(from https://zeitgypsum.com/)
13:50:14	13794523/13794523	---M--	200	added ('OK')	image/gif	date:Fri,%2026%20May%202023%2007:36:26%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Cover01_10f8c.gif	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Cover01_10f8c.gif	(from https://zeitgypsum.com/)
13:50:14	142185/142185	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2003:07:44%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_3-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.26_3-1.jpg	(from https://zeitgypsum.com/)
13:50:14	64377/64377	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:55%20GMT	https://zeitgypsum.com/san-pham-va-giai-phap/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/san-pham-va-giai-phap/index.html	(from https://zeitgypsum.com/)
13:50:14	245268/245268	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20May%202023%2003:07:39%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.25-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Cover-2023.05.25-1.jpg	(from https://zeitgypsum.com/)
13:50:14	57064/57064	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:55%20GMT	https://zeitgypsum.com/ve-zeit-gypsum/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/ve-zeit-gypsum/index.html	(from https://zeitgypsum.com/)
13:50:14	22652/22652	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2001%20Jul%202022%2007:11:05%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/cl-bg.svg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/cl-bg.svg	(from https://zeitgypsum.com/)
13:50:14	11085/11085	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jul%202022%2007:11:07%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/morning.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/morning.png	(from https://zeitgypsum.com/)
13:50:15	12111/12111	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jul%202022%2007:11:08%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/noon.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/noon.png	(from https://zeitgypsum.com/)
13:50:15	10101/10101	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jul%202022%2007:11:05%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/afternoon.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/afternoon.png	(from https://zeitgypsum.com/)
13:50:15	61371/61371	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:56%20GMT	https://zeitgypsum.com/san-pham-va-giai-phap/san-pham/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/san-pham-va-giai-phap/san-pham/index.html	(from https://zeitgypsum.com/)
13:50:15	10774/10774	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jul%202022%2007:11:05%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/evening.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/evening.png	(from https://zeitgypsum.com/)
13:50:16	77/77	---MCZ	302	error ('Found')	text/plain	date:Fri,%2014%20Jul%202023%2006:50:57%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/My%20Web%20Sites/MiTech/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.1a.delayed	(from https://zeitgypsum.com/)
13:50:16	71597/71597	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:57%20GMT	https://zeitgypsum.com/tai-lieu/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/index.html	(from https://zeitgypsum.com/)
13:50:16	71837/71837	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:57%20GMT	https://zeitgypsum.com/tai-lieu/cau-hoi-thuong-gap/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/cau-hoi-thuong-gap/index.html	(from https://zeitgypsum.com/)
13:50:16	367111/367111	---MCZ	200	added ('OK')	application/javascript	etag:%2259a07-4AFgJQ3i5PlD1ojTWKqOoTRXKIo%22	https://unpkg.com/@lottiefiles/lottie-player@2.0.2/dist/lottie-player.js	C:/My%20Web%20Sites/MiTech/unpkg.com/@lottiefiles/lottie-player@2.0.2/dist/lottie-player.js	(from https://zeitgypsum.com/)
13:50:16	78860/78860	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:58%20GMT	https://zeitgypsum.com/tai-lieu/uoc-tinh-chi-phi-vat-tu/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/uoc-tinh-chi-phi-vat-tu/index.html	(from https://zeitgypsum.com/)
13:50:17	47610/47610	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2006:50:58%20GMT	https://zeitgypsum.com/transparent	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/transparent	(from https://zeitgypsum.com/)
13:50:17	55063/55063	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:58%20GMT	https://zeitgypsum.com/tai-lieu/chinh-sach-bao-hanh/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/chinh-sach-bao-hanh/index.html	(from https://zeitgypsum.com/)
13:50:17	12388185/12388185	---M--	200	added ('OK')	application/json	date:Mon,%2020%20Jun%202022%2003:05:13%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/Cong-nghe-han-quoc.mp4.lottie-1.json	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/Cong-nghe-han-quoc.mp4.lottie-1.json	(from https://zeitgypsum.com/)
13:50:17	62221/62221	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:58%20GMT	https://zeitgypsum.com/tai-lieu/thu-vien-thach-cao/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/thu-vien-thach-cao/index.html	(from https://zeitgypsum.com/)
13:50:17	4834926/4834926	---M--	200	added ('OK')	application/json	date:Thu,%2023%20Jun%202022%2003:37:42%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/06/kich-thuoc-toi-uu.mp4.lottie.json	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/06/kich-thuoc-toi-uu.mp4.lottie.json	(from https://zeitgypsum.com/)
13:50:17	369128/369128	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Jun%202023%2010:05:48%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARDBOARD.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_STANDARDBOARD.png	(from https://zeitgypsum.com/)
13:50:18	260729/260729	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Jun%202023%2009:22:11%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOIST.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_MOIST.png	(from https://zeitgypsum.com/)
13:50:18	6354918/6354918	---M--	200	added ('OK')	application/json	date:Fri,%2001%20Jul%202022%2005:28:38%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/07/diem-ban-vit.mp4.lottie-1-2.json	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/07/diem-ban-vit.mp4.lottie-1-2.json	(from https://zeitgypsum.com/)
13:50:18	338338/338338	---M--	200	added ('OK')	image/png	date:Fri,%2009%20Jun%202023%2009:22:12%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIREPROOF.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Thumbnail_FIREPROOF.png	(from https://zeitgypsum.com/)
13:50:18	66338/66338	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:50:59%20GMT	https://zeitgypsum.com/tai-lieu/tai-tai-lieu/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/tai-tai-lieu/index.html	(from https://zeitgypsum.com/)
13:50:18	161980/161980	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Jul%202022%2007:11:06%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/home-estimate-bg.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/home-estimate-bg.jpg	(from https://zeitgypsum.com/)
13:50:19	269384/269384	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20May%202023%2003:16:28%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/05/Feature-video.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/05/Feature-video.jpg	(from https://zeitgypsum.com/)
13:50:19	941160/941160	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2008:34:11%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/06/Block-image-scaled.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/06/Block-image-scaled.jpg	(from https://zeitgypsum.com/)
13:50:19	337704/337704	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Mar%202023%2009:33:52%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_1-scaled.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Dang-ky-1-doi-1_1-scaled.jpg	(from https://zeitgypsum.com/)
13:50:19	59440/59440	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:00%20GMT	https://zeitgypsum.com/kenh-phan-phoi/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/kenh-phan-phoi/index.html	(from https://zeitgypsum.com/)
13:50:19	149418/149418	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2007:03:29%20GMT	https://zeitgypsum.com/wp-content/uploads/2022/08/z3661945822435_34bcd0bbb472db837df7ed7667baa1b8.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2022/08/z3661945822435_34bcd0bbb472db837df7ed7667baa1b8.jpg	(from https://zeitgypsum.com/)
13:50:19	243632/243632	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Mar%202023%2007:57:59%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/03/Loc-dau-nam_.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/03/Loc-dau-nam_.png	(from https://zeitgypsum.com/)
13:50:19	91044/91044	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2009:23:49%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_A.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_A.jpg	(from https://zeitgypsum.com/)
13:50:20	111538/111538	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2009:23:49%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_B.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_B.jpg	(from https://zeitgypsum.com/)
13:50:20	152538/152538	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2009:31:23%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_C-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_C-1.jpg	(from https://zeitgypsum.com/)
13:50:20	57849/57849	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:01%20GMT	https://zeitgypsum.com/tin-tuc/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tin-tuc/index.html	(from https://zeitgypsum.com/)
13:50:20	88178/88178	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2009:31:23%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_D-1.jpg	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/07/THONG-TIN-HO-TRO-KHACH-HANG_D-1.jpg	(from https://zeitgypsum.com/)
13:50:20	289487/289487	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Jul%202022%2007:11:15%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/home/download-img.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/images/home/download-img.png	(from https://zeitgypsum.com/)
13:50:21	31106/31106	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2001:26:58%20GMT	https://zeitgypsum.com/wp-content/uploads/2023/07/Banner-Bottom_2023.07.07-1.png	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/uploads/2023/07/Banner-Bottom_2023.07.07-1.png	(from https://zeitgypsum.com/)
13:50:21	57797/57797	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:02%20GMT	https://zeitgypsum.com/lien-he/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/lien-he/index.html	(from https://zeitgypsum.com/)
13:50:21	54203/54203	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:02%20GMT	https://zeitgypsum.com/tai-lieu/huong-dan-thi-cong/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/huong-dan-thi-cong/index.html	(from https://zeitgypsum.com/)
13:50:21	54947/54947	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:03%20GMT	https://zeitgypsum.com/tai-lieu/giai-dap-ky-thuat/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tai-lieu/giai-dap-ky-thuat/index.html	(from https://zeitgypsum.com/)
13:50:22	70377/70377	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:03%20GMT	https://zeitgypsum.com/san-pham/product-tuong-trung/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/san-pham/product-tuong-trung/index.html	(from https://zeitgypsum.com/)
13:50:22	70400/70400	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:03%20GMT	https://zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/san-pham/tam-thach-cao-chong-am-zeit/index.html	(from https://zeitgypsum.com/)
13:50:22	18594/18594	---M-Z	200	added ('OK')	application/javascript	etag:W/%2248a2-jut79x6Kl4uCoaGYAV8U1z0upZI%22	https://cdn.jsdelivr.net/npm/@popperjs/core@2.9.2/dist/umd/popper.min.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/cdn.jsdelivr.net/npm/@popperjs/core@2.9.2/dist/umd/popper.min3781.js	(from https://zeitgypsum.com/)
13:50:22	70346/70346	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:04%20GMT	https://zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/san-pham/tam-thach-cao-chong-chay-zeit/index.html	(from https://zeitgypsum.com/)
13:50:22	60089/60089	---M-Z	200	added ('OK')	application/javascript	etag:W/%22eab9-PwlPAQv7DAIqUbYneNQ2HRytP9Y%22	https://cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.min.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/cdn.jsdelivr.net/npm/bootstrap@5.0.2/dist/js/bootstrap.min3781.js	(from https://zeitgypsum.com/)
13:50:22	287630/287630	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-4638e%22	https://code.jquery.com/jquery-3.5.1.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/code.jquery.com/jquery-3.5.13781.js	(from https://zeitgypsum.com/)
13:50:23	52/52	---MCZ	302	error ('Found')	text/plain	date:Fri,%2014%20Jul%202023%2006:51:04%20GMT	https://unpkg.com/swiper@8/swiper-bundle.min.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/unpkg.com/swiper@8/swiper-bundle.min.323781.delayed	(from https://zeitgypsum.com/)
13:50:23	61821/61821	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:04%20GMT	https://zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tin-tuc/tiet-kiem-chi-phi-toi-da-khi-thi-cong-tam-thach-cao-zeit-gypsum/index.html	(from https://zeitgypsum.com/)
13:50:23	56/56	---MCZ	302	error ('Found')	text/plain	date:Fri,%2014%20Jul%202023%2006:51:04%20GMT	https://unpkg.com/swiper@8/swiper-bundle.min.js	C:/My%20Web%20Sites/MiTech/unpkg.com/swiper@8/swiper-bundle.min.js	(from https://zeitgypsum.com/)
13:50:23	143706/143706	---MCZ	200	added ('OK')	application/javascript	etag:%222315a-9NyNRghnOcWBIRhbLQ9OGQcQ8Rs%22	https://unpkg.com/swiper@8.4.7/swiper-bundle.min.js	C:/My%20Web%20Sites/MiTech/unpkg.com/swiper@8.4.7/swiper-bundle.min.js	(from https://zeitgypsum.com/)
13:50:24	126/126	---MCZ	302	error ('Found')	text/html	date:Fri,%2014%20Jul%202023%2006:51:05%20GMT	https://unpkg.com/current-device/umd/current-device.min.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/unpkg.com/current-device/umd/current-device.min.353781.delayed	(from https://zeitgypsum.com/)
13:50:24	60844/60844	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:05%20GMT	https://zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tin-tuc/dang-ky-1-doi-1-gia-chu-tam-an-tho-thau-uy-tin/index.html	(from https://zeitgypsum.com/)
13:50:24	70/70	---MCZ	302	error ('Found')	text/plain	date:Fri,%2014%20Jul%202023%2006:51:05%20GMT	https://unpkg.com/current-device/umd/current-device.min.js	C:/My%20Web%20Sites/MiTech/unpkg.com/current-device/umd/current-device.min.js	(from https://zeitgypsum.com/)
13:50:24	5666/5666	---MCZ	200	added ('OK')	application/javascript	etag:%221622-zoQYDS0jrHOVgMAdB6LXt/oF6lU%22	https://unpkg.com/current-device@0.10.2/umd/current-device.min.js	C:/My%20Web%20Sites/MiTech/unpkg.com/current-device@0.10.2/umd/current-device.min.js	(from https://zeitgypsum.com/)
13:50:24	18004/18004	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Jul%202022%2007:11:04%20GMT	https://zeitgypsum.com/wp-content/themes/zeit-theme-dev/js/core.js?ver=6.2.2	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/wp-content/themes/zeit-theme-dev/js/core3781.js	(from https://zeitgypsum.com/)
13:50:24	61117/61117	---MCZ	200	added ('OK')	text/html	date:Fri,%2014%20Jul%202023%2006:51:06%20GMT	https://zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/	C:/My%20Web%20Sites/MiTech/zeitgypsum.com/tin-tuc/cac-du-an-da-va-dang-thuc-hien/index.html	(from https://zeitgypsum.com/)
